constraint_type	word1	word2	headline	generated_joke
headline	-	-	As Taylor Swift’s frenemies decode her latest album for shade – music journalist Jenn Gannon gives us her view.	As Taylor Swift’s frenemies decode her latest album for shade – music journalist Jenn Gannon gives us her view. Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Bills secure 31-21 win over Dolphins for 'Thursday Night Football'	Bills secure 31-21 win over Dolphins for 'Thursday Night Football' Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Rite Aid closes all of its stores after filing for bankruptcy	Rite Aid closes all of its stores after filing for bankruptcy Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Calgary Flames say 'no' to bringing Dillon Dube back to the team	Calgary Flames say 'no' to bringing Dillon Dube back to the team And here I was thinking my life choices were questionable.
headline	-	-	A toast to tradition in Japan's sake capital	A toast to tradition in Japan's sake capital And here I was thinking my life choices were questionable.
headline	-	-	Just before shutdown, most Americans wanted health insurance tax credits extended, KFF poll finds	Just before shutdown, most Americans wanted health insurance tax credits extended, KFF poll finds And here I was thinking my life choices were questionable.
headline	-	-	The biggest stories of our time, in 20 minutes a day.	The biggest stories of our time, in 20 minutes a day. And here I was thinking my life choices were questionable.
headline	-	-	This is, objectively, the worst pasta shape	This is, objectively, the worst pasta shape Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Why history's 'most controversial' queen was so hated	Why history's 'most controversial' queen was so hated And here I was thinking my life choices were questionable.
headline	-	-	I work in the maternity unit where I was born - with the midwife who cared for me	I work in the maternity unit where I was born - with the midwife who cared for me And here I was thinking my life choices were questionable.
headline	-	-	Scientists pinpoint the brain's internal mileage clock	Scientists pinpoint the brain's internal mileage clock And here I was thinking my life choices were questionable.
headline	-	-	Regulators approve disputed $6.2B takeover of Minnesota Power by investment group	Regulators approve disputed $6.2B takeover of Minnesota Power by investment group And here I was thinking my life choices were questionable.
headline	-	-	School district says it will pursue legal action after superintendent detained by ICE	School district says it will pursue legal action after superintendent detained by ICE And here I was thinking my life choices were questionable.
headline	-	-	Manchán Magan's final interview	Manchán Magan's final interview And here I was thinking my life choices were questionable.
headline	-	-	Clean Everything Step-by-step advice on how to keep everything in your home squeaky clean.	Clean Everything Step-by-step advice on how to keep everything in your home squeaky clean. And here I was thinking my life choices were questionable.
headline	-	-	Optus customers left angry after more failed triple-0 calls Optus customers have come forward to report more cases of triple-0 calls failing outside the embattled telcos previously admitted outages.	Optus customers left angry after more failed triple-0 calls Optus customers have come forward to report more cases of triple-0 calls failing outside the embattled telcos previously admitted outages. And here I was thinking my life choices were questionable.
headline	-	-	WellnessSign up for Well Actually: a free weekly newsletter about health and wellness	WellnessSign up for Well Actually: a free weekly newsletter about health and wellness Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Blind dog known as the ‘hot mess express’ lights up the internet after being put up for adoption	Blind dog known as the ‘hot mess express’ lights up the internet after being put up for adoption Honestly, that already sounds like the setup to a bad joke.
headline	-	-	What tax, which could bring in €213m, won't be in Budget 2026?	What tax, which could bring in €213m, won't be in Budget 2026? Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Eby criticizes Smith's pipeline push, says feds' treatment of B.C. ferry passengers unfair	Eby criticizes Smith's pipeline push, says feds' treatment of B.C. ferry passengers unfair And here I was thinking my life choices were questionable.
headline	-	-	Why treating back pain might require more coaching & less fixing	Why treating back pain might require more coaching & less fixing And here I was thinking my life choices were questionable.
headline	-	-	Touch grass: How Gen Z stopped going outside and why it matters	Touch grass: How Gen Z stopped going outside and why it matters And here I was thinking my life choices were questionable.
headline	-	-	6 fall fashion trends you'll be seeing everywhere this season	6 fall fashion trends you'll be seeing everywhere this season Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Pope names successor to New Orleans archbishop	Pope names successor to New Orleans archbishop And here I was thinking my life choices were questionable.
headline	-	-	Why Salah has become a 'little problem' for Liverpool MOTD pundit Danny Murphy explains why Mohamed Salah's lack of defensive work has become an issue for Liverpool down their right flank.	Why Salah has become a 'little problem' for Liverpool MOTD pundit Danny Murphy explains why Mohamed Salah's lack of defensive work has become an issue for Liverpool down their right flank. Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Daniel Ek, the Spotify founder who wants to stay in control	Daniel Ek, the Spotify founder who wants to stay in control And here I was thinking my life choices were questionable.
headline	-	-	Cyberattacks Upset British Life, Disrupting Car Production and Grocery Access Three of Britain’s biggest brands were severely disrupted this year, bringing pain to the lives of customers, workers, suppliers and government officials. 4 min read Phil Noble/Reuters	Cyberattacks Upset British Life, Disrupting Car Production and Grocery Access Three of Britain’s biggest brands were severely disrupted this year, bringing pain to the lives of customers, workers, suppliers and government officials. 4 min read Phil Noble/Reuters And here I was thinking my life choices were questionable.
